feedback,batch,exp_id,meta_round,seed,role,model,survival_days,final_hp,dead
OF,OF,exp_005,3,10,Eric,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_005,3,42,Alex,gpt-5.4,3.0,-2.0,1
OF,OF,exp_005,3,42,Bob,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_005,3,42,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_005,3,42,David,gpt-5.4-nano,5.0,0.0,1
OF,OF,exp_005,3,42,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_005,3,98,Alex,gpt-5.4,20.0,8.0,0
OF,OF,exp_005,3,98,Bob,deepseek-v4-flash,5.0,0.0,1
OF,OF,exp_005,3,98,Cindy,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_005,3,98,David,gpt-5.4-nano,7.0,-1.0,1
OF,OF,exp_005,3,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_005,3,197,Alex,gpt-5.4,3.0,-2.0,1
OF,OF,exp_005,3,197,Bob,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_005,3,197,Cindy,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_005,3,197,David,gpt-5.4-nano,5.0,-1.0,1
OF,OF,exp_005,3,197,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_005,3,666,Alex,gpt-5.4,3.0,-2.0,1
OF,OF,exp_005,3,666,Bob,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_005,3,666,Cindy,claude-sonnet-5,20.0,8.0,0
OF,OF,exp_005,3,666,David,gpt-5.4-nano,20.0,5.0,0
OF,OF,exp_005,3,666,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_006,1,10,Alex,gpt-5.4,11.0,-2.0,1
OF,OF,exp_006,1,10,Bob,deepseek-v4-flash,13.0,0.0,1
OF,OF,exp_006,1,10,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,1,10,David,gemini-3.5-flash,8.0,0.0,1
OF,OF,exp_006,1,10,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_006,1,42,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_006,1,42,Bob,deepseek-v4-flash,7.0,0.0,1
OF,OF,exp_006,1,42,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,1,42,David,gemini-3.5-flash,20.0,3.0,0
OF,OF,exp_006,1,42,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_006,1,98,Alex,gpt-5.4,13.0,0.0,1
OF,OF,exp_006,1,98,Bob,deepseek-v4-flash,8.0,-1.0,1
OF,OF,exp_006,1,98,Cindy,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_006,1,98,David,gemini-3.5-flash,20.0,5.0,0
OF,OF,exp_006,1,98,Eric,gpt-5.4-nano,20.0,6.0,0
OF,OF,exp_006,1,197,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_006,1,197,Bob,deepseek-v4-flash,20.0,7.0,0
OF,OF,exp_006,1,197,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,1,197,David,gemini-3.5-flash,6.0,-2.0,1
OF,OF,exp_006,1,197,Eric,gpt-5.4-nano,20.0,7.0,0
OF,OF,exp_006,1,666,Alex,gpt-5.4,8.0,-2.0,1
OF,OF,exp_006,1,666,Bob,deepseek-v4-flash,12.0,0.0,1
OF,OF,exp_006,1,666,Cindy,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_006,1,666,David,gemini-3.5-flash,20.0,4.0,0
OF,OF,exp_006,1,666,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_006,2,10,Alex,gpt-5.4,13.0,0.0,1
OF,OF,exp_006,2,10,Bob,deepseek-v4-flash,6.0,-2.0,1
OF,OF,exp_006,2,10,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,2,10,David,gemini-3.5-flash,20.0,6.0,0
OF,OF,exp_006,2,10,Eric,gpt-5.4-nano,20.0,8.0,0
OF,OF,exp_006,2,42,Alex,gpt-5.4,20.0,9.0,0
OF,OF,exp_006,2,42,Bob,deepseek-v4-flash,13.0,0.0,1
OF,OF,exp_006,2,42,Cindy,claude-sonnet-5,4.0,0.0,1
OF,OF,exp_006,2,42,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_006,2,42,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_006,2,98,Alex,gpt-5.4,11.0,-2.0,1
OF,OF,exp_006,2,98,Bob,deepseek-v4-flash,15.0,0.0,1
OF,OF,exp_006,2,98,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,2,98,David,gemini-3.5-flash,4.0,0.0,1
OF,OF,exp_006,2,98,Eric,gpt-5.4-nano,20.0,6.0,0
OF,OF,exp_006,2,197,Alex,gpt-5.4,20.0,7.0,0
OF,OF,exp_006,2,197,Bob,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_006,2,197,Cindy,claude-sonnet-5,4.0,0.0,1
OF,OF,exp_006,2,197,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_006,2,197,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_006,2,666,Alex,gpt-5.4,13.0,0.0,1
OF,OF,exp_006,2,666,Bob,deepseek-v4-flash,6.0,-2.0,1
OF,OF,exp_006,2,666,Cindy,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_006,2,666,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_006,2,666,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_006,3,10,Alex,gpt-5.4,6.0,-2.0,1
OF,OF,exp_006,3,10,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_006,3,10,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,3,10,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_006,3,10,Eric,gpt-5.4-nano,20.0,7.0,0
OF,OF,exp_006,3,42,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_006,3,42,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_006,3,42,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,3,42,David,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_006,3,42,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_006,3,98,Alex,gpt-5.4,6.0,-2.0,1
OF,OF,exp_006,3,98,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_006,3,98,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,3,98,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_006,3,98,Eric,gpt-5.4-nano,20.0,10.0,0
OF,OF,exp_006,3,197,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_006,3,197,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_006,3,197,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,3,197,David,gemini-3.5-flash,8.0,-2.0,1
OF,OF,exp_006,3,197,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_006,3,666,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_006,3,666,Bob,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_006,3,666,Cindy,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_006,3,666,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_006,3,666,Eric,gpt-5.4-nano,20.0,9.0,0
OF,OF,exp_007,1,10,Alex,gpt-5.4,11.0,-2.0,1
OF,OF,exp_007,1,10,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,1,10,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,1,10,David,gemini-3.5-flash,9.0,0.0,1
OF,OF,exp_007,1,10,Eric,claude-sonnet-5,20.0,5.0,0
OF,OF,exp_007,1,42,Alex,gpt-5.4,5.0,-1.0,1
OF,OF,exp_007,1,42,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,1,42,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,1,42,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_007,1,42,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_007,1,98,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_007,1,98,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,1,98,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,1,98,David,gemini-3.5-flash,20.0,7.0,0
OF,OF,exp_007,1,98,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_007,1,197,Alex,gpt-5.4,5.0,-1.0,1
OF,OF,exp_007,1,197,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,1,197,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_007,1,197,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_007,1,197,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_007,1,666,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_007,1,666,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_007,1,666,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,1,666,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_007,1,666,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_007,2,10,Alex,gpt-5.4,13.0,0.0,1
OF,OF,exp_007,2,10,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,2,10,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,2,10,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_007,2,10,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_007,2,42,Alex,gpt-5.4,13.0,0.0,1
OF,OF,exp_007,2,42,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,2,42,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,2,42,David,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_007,2,42,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_007,2,98,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_007,2,98,Bob,gpt-5.4-nano,11.0,-2.0,1
OF,OF,exp_007,2,98,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,2,98,David,gemini-3.5-flash,20.0,5.0,0
OF,OF,exp_007,2,98,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_007,2,197,Alex,gpt-5.4,13.0,-1.0,1
OF,OF,exp_007,2,197,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,2,197,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_007,2,197,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_007,2,197,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_007,2,666,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_007,2,666,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_007,2,666,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,2,666,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_007,2,666,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_007,3,10,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_007,3,10,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,3,10,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,3,10,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_007,3,10,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_007,3,42,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_007,3,42,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,3,42,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,3,42,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_007,3,42,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_007,3,98,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_007,3,98,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,3,98,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,3,98,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_007,3,98,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_007,3,197,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_007,3,197,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,3,197,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_007,3,197,David,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_007,3,197,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_007,3,666,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_007,3,666,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_007,3,666,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_007,3,666,David,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_007,3,666,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_008,1,10,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,1,10,Bob,gpt-5.4-nano,20.0,8.0,0
OF,OF,exp_008,1,10,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,1,10,David,claude-sonnet-5,6.0,0.0,1
OF,OF,exp_008,1,10,Eric,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_008,1,42,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_008,1,42,Bob,gpt-5.4-nano,11.0,-2.0,1
OF,OF,exp_008,1,42,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,1,42,David,claude-sonnet-5,20.0,6.0,0
OF,OF,exp_008,1,42,Eric,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_008,1,98,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,1,98,Bob,gpt-5.4-nano,13.0,0.0,1
OF,OF,exp_008,1,98,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,1,98,David,claude-sonnet-5,12.0,-2.0,1
OF,OF,exp_008,1,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_008,1,197,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_008,1,197,Bob,gpt-5.4-nano,18.0,0.0,1
OF,OF,exp_008,1,197,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,1,197,David,claude-sonnet-5,20.0,5.0,0
OF,OF,exp_008,1,197,Eric,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_008,1,666,Alex,gpt-5.4,11.0,-1.0,1
OF,OF,exp_008,1,666,Bob,gpt-5.4-nano,20.0,6.0,0
OF,OF,exp_008,1,666,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_008,1,666,David,claude-sonnet-5,6.0,0.0,1
OF,OF,exp_008,1,666,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_008,2,10,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,2,10,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_008,2,10,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_008,2,10,David,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_008,2,10,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_008,2,42,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_008,2,42,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_008,2,42,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,2,42,David,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_008,2,42,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_008,2,98,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_008,2,98,Bob,gpt-5.4-nano,18.0,-1.0,1
OF,OF,exp_008,2,98,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,2,98,David,claude-sonnet-5,14.0,-2.0,1
OF,OF,exp_008,2,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_008,2,197,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_008,2,197,Bob,gpt-5.4-nano,8.0,0.0,1
OF,OF,exp_008,2,197,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_008,2,197,David,claude-sonnet-5,20.0,7.0,0
OF,OF,exp_008,2,197,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_008,2,666,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_008,2,666,Bob,gpt-5.4-nano,8.0,0.0,1
OF,OF,exp_008,2,666,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,2,666,David,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_008,2,666,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_008,3,10,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,3,10,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_008,3,10,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_008,3,10,David,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_008,3,10,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_008,3,42,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,3,42,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_008,3,42,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,3,42,David,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_008,3,42,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_008,3,98,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,3,98,Bob,gpt-5.4-nano,20.0,4.0,0
OF,OF,exp_008,3,98,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_008,3,98,David,claude-sonnet-5,20.0,6.0,0
OF,OF,exp_008,3,98,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_008,3,197,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,3,197,Bob,gpt-5.4-nano,8.0,0.0,1
OF,OF,exp_008,3,197,Cindy,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_008,3,197,David,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_008,3,197,Eric,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_008,3,666,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_008,3,666,Bob,gpt-5.4-nano,18.0,-1.0,1
OF,OF,exp_008,3,666,Cindy,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_008,3,666,David,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_008,3,666,Eric,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_009,1,10,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_009,1,10,Bob,gpt-5.4-nano,12.0,0.0,1
OF,OF,exp_009,1,10,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_009,1,10,David,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_009,1,10,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,1,42,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,1,42,Bob,gpt-5.4-nano,4.0,0.0,1
OF,OF,exp_009,1,42,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,1,42,David,deepseek-v4-flash,20.0,8.0,0
OF,OF,exp_009,1,42,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,1,98,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,1,98,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,1,98,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_009,1,98,David,deepseek-v4-flash,20.0,6.0,0
OF,OF,exp_009,1,98,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_009,1,197,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,1,197,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,1,197,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_009,1,197,David,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_009,1,197,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,1,666,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,1,666,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,1,666,Cindy,gemini-3.5-flash,20.0,8.0,0
OF,OF,exp_009,1,666,David,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_009,1,666,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,2,10,Alex,gpt-5.4,13.0,-1.0,1
OF,OF,exp_009,2,10,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_009,2,10,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,2,10,David,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_009,2,10,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_009,2,42,Alex,gpt-5.4,11.0,-2.0,1
OF,OF,exp_009,2,42,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,2,42,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,2,42,David,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_009,2,42,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,2,98,Alex,gpt-5.4,11.0,-2.0,1
OF,OF,exp_009,2,98,Bob,gpt-5.4-nano,7.0,0.0,1
OF,OF,exp_009,2,98,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,2,98,David,deepseek-v4-flash,6.0,-2.0,1
OF,OF,exp_009,2,98,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,2,197,Alex,gpt-5.4,13.0,0.0,1
OF,OF,exp_009,2,197,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,2,197,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_009,2,197,David,deepseek-v4-flash,8.0,0.0,1
OF,OF,exp_009,2,197,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,2,666,Alex,gpt-5.4,11.0,0.0,1
OF,OF,exp_009,2,666,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,2,666,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,2,666,David,deepseek-v4-flash,3.0,-2.0,1
OF,OF,exp_009,2,666,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_009,3,10,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,3,10,Bob,gpt-5.4-nano,7.0,0.0,1
OF,OF,exp_009,3,10,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,3,10,David,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_009,3,10,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_009,3,42,Alex,gpt-5.4,6.0,-3.0,1
OF,OF,exp_009,3,42,Bob,gpt-5.4-nano,4.0,0.0,1
OF,OF,exp_009,3,42,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,3,42,David,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_009,3,42,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,3,98,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,3,98,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,3,98,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,3,98,David,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_009,3,98,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,3,197,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,3,197,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,3,197,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_009,3,197,David,deepseek-v4-flash,20.0,10.0,0
OF,OF,exp_009,3,197,Eric,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_009,3,666,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_009,3,666,Bob,gpt-5.4-nano,3.0,-2.0,1
OF,OF,exp_009,3,666,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_009,3,666,David,deepseek-v4-flash,20.0,9.0,0
OF,OF,exp_009,3,666,Eric,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_010,1,10,Alex,gpt-5.4,10.0,-1.0,1
OF,OF,exp_010,1,10,Bob,gpt-5.4-nano,20.0,3.0,0
OF,OF,exp_010,1,10,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_010,1,10,David,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_010,1,10,Eric,deepseek-v4-flash,7.0,0.0,1
OF,OF,exp_010,1,42,Alex,gpt-5.4,15.0,0.0,1
OF,OF,exp_010,1,42,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_010,1,42,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_010,1,42,David,claude-sonnet-5,20.0,10.0,0
OF,OF,exp_010,1,42,Eric,deepseek-v4-flash,6.0,0.0,1
OF,OF,exp_010,1,98,Alex,gpt-5.4,8.0,0.0,1
OF,OF,exp_010,1,98,Bob,gpt-5.4-nano,20.0,3.0,0
OF,OF,exp_010,1,98,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_010,1,98,David,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_010,1,98,Eric,deepseek-v4-flash,19.0,0.0,1
OF,OF,exp_010,1,197,Alex,gpt-5.4,11.0,-2.0,1
OF,OF,exp_010,1,197,Bob,gpt-5.4-nano,20.0,7.0,0
OF,OF,exp_010,1,197,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_010,1,197,David,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_010,1,197,Eric,deepseek-v4-flash,6.0,0.0,1
OF,OF,exp_010,1,666,Alex,gpt-5.4,5.0,-1.0,1
OF,OF,exp_010,1,666,Bob,gpt-5.4-nano,20.0,5.0,0
OF,OF,exp_010,1,666,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_010,1,666,David,claude-sonnet-5,20.0,6.0,0
OF,OF,exp_010,1,666,Eric,deepseek-v4-flash,6.0,0.0,1
OF,OF,exp_010,2,10,Alex,gpt-5.4,13.0,0.0,1
OF,OF,exp_010,2,10,Bob,gpt-5.4-nano,20.0,6.0,0
OF,OF,exp_010,2,10,Cindy,gemini-3.5-flash,20.0,9.0,0
OF,OF,exp_010,2,10,David,claude-sonnet-5,20.0,9.0,0
OF,OF,exp_010,2,10,Eric,deepseek-v4-flash,6.0,0.0,1
OF,OF,exp_010,2,42,Alex,gpt-5.4,8.0,-1.0,1
OF,OF,exp_010,2,42,Bob,gpt-5.4-nano,6.0,-2.0,1
OF,OF,exp_010,2,42,Cindy,gemini-3.5-flash,20.0,10.0,0
OF,OF,exp_010,2,42,David,claude-sonnet-5,6.0,-3.0,1
